target,feature,feature_origin,expert_leakage_level,expert_leakage_reason,expert_allowed_P0,expert_allowed_P1,expert_allowed_P2,expert_allowed_P3,expert_allowed_P4,workflow_stage,compiler_leakage_level,compiler_leakage_reason,rule_id,dependency_path,compiler_allowed_P0,compiler_allowed_P1,compiler_allowed_P2,compiler_allowed_P3,compiler_allowed_P4,_merge,class_agreement,P0_agreement,P1_agreement,P2_agreement,P3_agreement,P4_agreement,all_protocols_agree,false_safe,compiler_more_conservative
capacity_grav,fw_group_range,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_group_range -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_group_std,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_group_std -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_Br,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_Br -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_C,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_C -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_Cl,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_Cl -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_F,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_F -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_I,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_I -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_N,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_N -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_O,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_O -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_P,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_P -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_S,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_S -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_has_Si,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_has_Si -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_n_atoms,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_n_atoms -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_n_elements,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_n_elements -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_n_transition_metals,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_n_transition_metals -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_parse_ok,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_parse_ok -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_row_max,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_row_max -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_row_mean,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_row_mean -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_row_min,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_row_min -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_row_range,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_row_range -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,fw_row_std,composition_known_framework,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::fw_row_std -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,max_delta_volume,stored_electrode_target,L4,other stored electrode target/property; post hoc computed-record descriptor,True,False,False,False,True,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::max_delta_volume -> concept::stored_electrode_record -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,max_voltage_step,stored_electrode_process_descriptor,L0,no direct target relationship identified by  rule-based audit,True,False,False,True,True,stored_electrode_record,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::max_voltage_step -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,num_steps,stored_electrode_process_descriptor,L0,no direct target relationship identified by  rule-based audit,True,False,False,True,True,stored_electrode_record,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::num_steps -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stability_charge,stored_electrode_target,L4,other stored electrode target/property; post hoc computed-record descriptor,True,False,False,False,True,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::stability_charge -> concept::stored_electrode_record -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stability_discharge,stored_electrode_target,L4,other stored electrode target/property; post hoc computed-record descriptor,True,False,False,False,True,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::stability_discharge -> concept::stored_electrode_record -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stability_worst,stored_electrode_target,L4,other stored electrode target/property; post hoc computed-record descriptor,True,False,False,False,True,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::stability_worst -> concept::stored_electrode_record -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stoich_abs_wi_amount_delta,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::stoich_abs_wi_amount_delta -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stoich_wi_amount_charge,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::stoich_wi_amount_charge -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stoich_wi_amount_delta,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::stoich_wi_amount_delta -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stoich_wi_amount_discharge,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::stoich_wi_amount_discharge -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stored_abs_fracA_delta,other_numeric,L0,no direct target relationship identified by  rule-based audit,True,False,False,False,True,derived_miscellaneous,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::stored_abs_fracA_delta -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,stored_fracA_delta,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::stored_fracA_delta -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_band_gap,post_dft_electronic_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::summary_abs_delta_band_gap -> concept::post_dft_record -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_density,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_density -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_density_atomic,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_density_atomic -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_energy_above_hull,post_dft_energy_stability_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_abs_delta_energy_above_hull -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_formation_energy_per_atom,post_dft_energy_stability_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_thermodynamics,L4,The thermodynamic summary is a post-DFT decision-support descriptor.,RULE_POST_DFT_ENERGY_DEFAULT,feature::summary_abs_delta_formation_energy_per_atom -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_volume_fraction,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_volume_fraction -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_abs_delta_volume_per_site,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_volume_per_site -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_band_gap,post_dft_electronic_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::summary_delta_band_gap -> concept::post_dft_record -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_density,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_density -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_density_atomic,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_density_atomic -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_energy_above_hull,post_dft_energy_stability_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_delta_energy_above_hull -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_formation_energy_per_atom,post_dft_energy_stability_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_thermodynamics,L4,The thermodynamic summary is a post-DFT decision-support descriptor.,RULE_POST_DFT_ENERGY_DEFAULT,feature::summary_delta_formation_energy_per_atom -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_volume_fraction,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_volume_fraction -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_delta_volume_per_site,relaxed_structure_summary,L0,no direct target relationship identified by  rule-based audit,True,False,True,True,True,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_volume_per_site -> target::capacity_grav,True,False,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,summary_worst_energy_above_hull,post_dft_energy_stability_summary,L4,"post-DFT descriptor; decision-support only, not clean pre-DFT capacity prediction",True,False,False,True,True,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_worst_energy_above_hull -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_X,composition_known_working_ion,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::wi_X -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_Z,composition_known_working_ion,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::wi_Z -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_atomic_mass,composition_known_working_ion,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::wi_atomic_mass -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_group,composition_known_working_ion,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::wi_group -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_is_K,domain_label_onehot,L5,working-ion one-hot/domain label; use only for domain stress tests,False,False,False,False,False,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_K -> concept::validation_domain -> target::capacity_grav,False,False,False,False,False,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_is_Li,domain_label_onehot,L5,working-ion one-hot/domain label; use only for domain stress tests,False,False,False,False,False,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_Li -> concept::validation_domain -> target::capacity_grav,False,False,False,False,False,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_is_Na,domain_label_onehot,L5,working-ion one-hot/domain label; use only for domain stress tests,False,False,False,False,False,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_Na -> concept::validation_domain -> target::capacity_grav,False,False,False,False,False,both,True,True,True,True,True,True,True,False,False
capacity_grav,wi_row,composition_known_working_ion,L0,no direct target relationship identified by  rule-based audit,True,True,True,True,True,pre_dft_composition,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::wi_row -> target::capacity_grav,True,True,True,True,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,average_voltage,stored_electrode_target,L4,other stored electrode target/property; post hoc computed-record descriptor,True,False,False,False,True,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::average_voltage -> concept::stored_electrode_record -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,capacity_grav,stored_electrode_target,L2,capacity/energy variants are mathematically target-adjacent,True,False,False,False,True,stored_electrode_record,L2,Capacity and energy variants are mathematically target-adjacent.,RULE_CAPACITY_ENERGY_RELATION,feature::capacity_grav -> concept::capacity_energy_relation -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,capacity_vol,stored_electrode_target,L1,direct duplicate of the target column,False,False,False,False,True,stored_electrode_record,L1,The feature is the exact target column.,RULE_DIRECT_TARGET,feature::capacity_vol -> target::capacity_vol,False,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_X_max,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_max -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_X_mean,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_mean -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_X_min,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_min -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_X_range,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_range -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_X_std,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_std -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_Z_max,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_max -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_Z_mean,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_mean -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_Z_min,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_min -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_Z_range,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_range -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_Z_std,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_std -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_atomic_mass_max,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_max -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_atomic_mass_mean,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_mean -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_atomic_mass_min,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_min -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_atomic_mass_range,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_range -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_atomic_mass_std,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_std -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_frac_Ag,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Ag -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_frac_Al,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Al -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
capacity_vol,charge_formula_frac_As,stoichiometric_window,L3,working-ion insertion stoichiometry directly controls theoretical capacity/energy,True,False,False,False,True,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_As -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True,both,True,True,True,True,True,True,True,False,False
