target,target_unit,is_primary_benchmark_target,feature,feature_origin,workflow_stage,leakage_level,leakage_reason,rule_id,dependency_path,allowed_P0,allowed_P1,allowed_P2,allowed_P3,allowed_P4
average_voltage,V,True,summary_abs_delta_density_atomic,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_density_atomic -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_abs_delta_energy_above_hull,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_abs_delta_energy_above_hull -> concept::post_dft_thermodynamics -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,summary_abs_delta_formation_energy_per_atom,post_dft_energy_stability_summary,post_dft_thermodynamics,L2,Endpoint formation energies can reconstruct insertion-voltage trends.,RULE_FORMATION_ENERGY_VOLTAGE,feature::summary_abs_delta_formation_energy_per_atom -> concept::insertion_energy_difference -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,summary_abs_delta_volume_fraction,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_volume_fraction -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_abs_delta_volume_per_site,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_abs_delta_volume_per_site -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_delta_band_gap,post_dft_electronic_summary,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::summary_delta_band_gap -> concept::post_dft_record -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,summary_delta_density,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_density -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_delta_density_atomic,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_density_atomic -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_delta_energy_above_hull,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_delta_energy_above_hull -> concept::post_dft_thermodynamics -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,summary_delta_formation_energy_per_atom,post_dft_energy_stability_summary,post_dft_thermodynamics,L2,Endpoint formation energies can reconstruct insertion-voltage trends.,RULE_FORMATION_ENERGY_VOLTAGE,feature::summary_delta_formation_energy_per_atom -> concept::insertion_energy_difference -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,summary_delta_volume_fraction,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_volume_fraction -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_delta_volume_per_site,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::summary_delta_volume_per_site -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,summary_worst_energy_above_hull,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::summary_worst_energy_above_hull -> concept::post_dft_thermodynamics -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,wi_is_K,domain_label_onehot,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_K -> concept::validation_domain -> target::average_voltage,False,False,False,False,False
average_voltage,V,True,wi_is_Li,domain_label_onehot,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_Li -> concept::validation_domain -> target::average_voltage,False,False,False,False,False
average_voltage,V,True,wi_is_Na,domain_label_onehot,validation_only,L5,Working-ion/domain labels encode validation-domain membership and must be controlled by split design.,RULE_DOMAIN_LABEL,feature::wi_is_Na -> concept::validation_domain -> target::average_voltage,False,False,False,False,False
capacity_grav,mAh/g,True,average_voltage,stored_electrode_target,stored_electrode_record,L4,A different stored electrode property is available only as a post-hoc computed-record descriptor.,RULE_OTHER_STORED_TARGET,feature::average_voltage -> concept::stored_electrode_record -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,capacity_grav,stored_electrode_target,stored_electrode_record,L1,The feature is the exact target column.,RULE_DIRECT_TARGET,feature::capacity_grav -> target::capacity_grav,False,False,False,False,True
capacity_grav,mAh/g,True,capacity_vol,stored_electrode_target,stored_electrode_record,L2,Capacity and energy variants are mathematically target-adjacent.,RULE_CAPACITY_ENERGY_RELATION,feature::capacity_vol -> concept::capacity_energy_relation -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_X_max,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_max -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_X_mean,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_mean -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_X_min,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_min -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_X_range,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_range -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_X_std,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_X_std -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_Z_max,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_max -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_Z_mean,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_mean -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_Z_min,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_min -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_Z_range,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_range -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_Z_std,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_Z_std -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_atomic_mass_max,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_max -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_atomic_mass_mean,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_mean -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_atomic_mass_min,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_min -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_atomic_mass_range,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_range -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_atomic_mass_std,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_atomic_mass_std -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Ag,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Ag -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Al,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Al -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_As,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_As -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_B,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_B -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Br,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Br -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_C,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_C -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Ca,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Ca -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Cl,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Cl -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Co,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Co -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Cr,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Cr -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Cu,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Cu -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_F,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_F -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Fe,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Fe -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_I,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_I -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_K,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_K -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Li,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Li -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Mg,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Mg -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Mn,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Mn -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_N,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_N -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Na,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Na -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Ni,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Ni -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_O,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_O -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_P,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_P -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_S,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_S -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Si,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Si -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Ti,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Ti -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_V,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_V -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_Zn,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_Zn -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_frac_transition_metals,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_frac_transition_metals -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_group_max,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_group_max -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_group_mean,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_group_mean -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_group_min,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_group_min -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_group_range,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_group_range -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_group_std,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_group_std -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_Br,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_Br -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_C,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_C -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_Cl,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_Cl -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_F,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_F -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_I,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_I -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_N,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_N -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_O,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_O -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_P,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_P -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_S,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_S -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_has_Si,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_has_Si -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_n_atoms,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_n_atoms -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_n_elements,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_n_elements -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_n_transition_metals,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_n_transition_metals -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_parse_ok,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_parse_ok -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_row_max,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_row_max -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_row_mean,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_row_mean -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_row_min,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_row_min -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_row_range,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_row_range -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_formula_row_std,stoichiometric_window,electrode_state_stoichiometry,L3,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,RULE_STOICHIOMETRIC_WINDOW,feature::charge_formula_row_std -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
capacity_grav,mAh/g,True,charge_summary_band_gap,post_dft_electronic_summary,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::charge_summary_band_gap -> concept::post_dft_record -> target::capacity_grav,True,False,False,True,True
capacity_grav,mAh/g,True,charge_summary_density,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_density -> target::capacity_grav,True,False,True,True,True
capacity_grav,mAh/g,True,charge_summary_density_atomic,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_density_atomic -> target::capacity_grav,True,False,True,True,True
capacity_grav,mAh/g,True,charge_summary_energy_above_hull,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::charge_summary_energy_above_hull -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True
capacity_grav,mAh/g,True,charge_summary_formation_energy_per_atom,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The thermodynamic summary is a post-DFT decision-support descriptor.,RULE_POST_DFT_ENERGY_DEFAULT,feature::charge_summary_formation_energy_per_atom -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True
capacity_grav,mAh/g,True,charge_summary_is_metal,post_dft_electronic_summary,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::charge_summary_is_metal -> concept::post_dft_record -> target::capacity_grav,True,False,False,True,True
capacity_grav,mAh/g,True,charge_summary_is_stable,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::charge_summary_is_stable -> concept::post_dft_thermodynamics -> target::capacity_grav,True,False,False,True,True
