query_id,manual_candidate_id,shortlist_priority_rank,battery_formula,formula_discharge,framework_formula,coarse_family,chemical_system_uid,query_type,query_priority,query_priority_tier,search_platform,search_query,search_url,query_note,manual_check_required,recommended_action,normalized_search_query,manual_checked,annotation_status,analogue_level,relevance_score_0_to_3,citation_title,citation_year,doi,url,source_journal_or_database,same_sodium_working_ion,same_formula,same_framework,same_transition_metal,same_anion_framework,electrochemical_evidence_reported,computed_or_experimental,manual_evidence_note,reviewer_initials,manual_check_date,needs_second_check,evidence_confidence_0_to_3,do_not_use_as_discovery_claim,manual_filling_hint,negative_result_rule
Q0065,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,4,A_try_first,Google Scholar,Na2Fe(CO3)(SO4) electrode cathode,https://scholar.google.com/scholar?q=Na2Fe%28CO3%29%28SO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2fe(co3)(so4) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0066,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na2Fe(SO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2Fe%28SO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2fe(so4)(co3) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0067,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,6,A_try_first,Google Scholar,Na2Fe(SO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na2Fe%28SO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2fe(so4)(co3) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0068,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na2FeCO3SO4"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2FeCO3SO4%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na2feco3so4"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0069,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na2Fe(CO3)(SO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2Fe%28CO3%29%28SO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na2fe(co3)(so4)"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0070,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFeCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFeCO3SO4+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfeco3so4 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0071,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28SO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(co3)(so4) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0072,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3FePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fepo4co3 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0073,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3FePO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fepo4co3 electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0074,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fe(co3)(po4) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0075,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fe(co3)(po4) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0076,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fe(po4)(co3) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0077,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fe(po4)(co3) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0078,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3FePO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3FePO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3fepo4co3"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0079,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Fe(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Fe%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3fe(co3)(po4)"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0080,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFePO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfepo4co3 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0081,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(co3)(po4) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0082,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3MnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mnpo4co3 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0083,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3MnPO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mnpo4co3 electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0084,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mn(co3)(po4) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0085,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mn(co3)(po4) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0086,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mn(po4)(co3) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0087,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mn(po4)(co3) electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0088,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3MnPO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3MnPO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3mnpo4co3"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0089,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Mn(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Mn%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3mn(co3)(po4)"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0090,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxMnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnPO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmnpo4co3 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0091,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxMn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmn(co3)(po4) sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0092,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na2MnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2mnh4(so5)2 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0093,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na2MnH4(SO5)2 electrode cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2mnh4(so5)2 electrode cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0094,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,quoted_literature_formula,3,B_try_second,Google Scholar,"""Na2MnH4(SO5)2"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2MnH4%28SO5%292%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na2mnh4(so5)2"" sodium ion battery cathode",False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0095,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,variable_sodium_literature_formula,4,B_try_second,Google Scholar,NaxMnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnH4%28SO5%292+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmnh4(so5)2 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0096,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_framework_formula,5,B_try_second,Google Scholar,MnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=MnH4%28SO5%292+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,mnh4(so5)2 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0097,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,material_phrase_sulfate,6,C_broad_fallback,Google Scholar,sodium manganese sulfate cathode,https://scholar.google.com/scholar?q=sodium+manganese+sulfate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese sulfate cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0098,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,broad_family_sulfate,7,C_broad_fallback,Google Scholar,sulfate polyanion sodium ion battery cathode,https://scholar.google.com/scholar?q=sulfate+polyanion+sodium+ion+battery+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sulfate polyanion sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0099,Na_candidate_13,13,Na0-1CoPO4,NaCoPO4,CoPO4,polyanion_phosphate_like,Co-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,NaCoPO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaCoPO4+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,nacopo4 sodium ion battery cathode,False,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,True,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
