manual_candidate_id,shortlist_priority_rank,battery_formula,formula_discharge,framework_formula,coarse_family,chemical_system_uid,query_type,query_priority,query_priority_tier,search_platform,search_query,search_url,query_note,manual_check_required,recommended_action,normalized_search_query
Na_candidate_08,8,Na0-2MnPO4F,Na2MnPO4F,MnPO4F,polyanion_phosphate_like,F-Mn-O-P,_framework_formula,5,B_try_second,Google Scholar,MnPO4F sodium ion battery cathode,https://scholar.google.com/scholar?q=MnPO4F+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,mnpo4f sodium ion battery cathode
Na_candidate_08,8,Na0-2MnPO4F,Na2MnPO4F,MnPO4F,polyanion_phosphate_like,F-Mn-O-P,material_phrase_fluorophosphate,6,C_broad_fallback,Google Scholar,sodium manganese fluorophosphate cathode,https://scholar.google.com/scholar?q=sodium+manganese+fluorophosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese fluorophosphate cathode
Na_candidate_08,8,Na0-2MnPO4F,Na2MnPO4F,MnPO4F,polyanion_phosphate_like,F-Mn-O-P,material_phrase_phosphate,7,C_broad_fallback,Google Scholar,sodium manganese phosphate cathode,https://scholar.google.com/scholar?q=sodium+manganese+phosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese phosphate cathode
Na_candidate_08,8,Na0-2MnPO4F,Na2MnPO4F,MnPO4F,polyanion_phosphate_like,F-Mn-O-P,broad_family_polyanion,8,C_broad_fallback,Google Scholar,polyanion phosphate sodium ion battery cathode,https://scholar.google.com/scholar?q=polyanion+phosphate+sodium+ion+battery+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,polyanion phosphate sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na2FeCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2FeCO3SO4+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2feco3so4 sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na2FeCO3SO4 electrode cathode,https://scholar.google.com/scholar?q=Na2FeCO3SO4+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2feco3so4 electrode cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na2Fe(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2Fe%28CO3%29%28SO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2fe(co3)(so4) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,4,A_try_first,Google Scholar,Na2Fe(CO3)(SO4) electrode cathode,https://scholar.google.com/scholar?q=Na2Fe%28CO3%29%28SO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2fe(co3)(so4) electrode cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na2Fe(SO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2Fe%28SO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2fe(so4)(co3) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,6,A_try_first,Google Scholar,Na2Fe(SO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na2Fe%28SO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2fe(so4)(co3) electrode cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na2FeCO3SO4"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2FeCO3SO4%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na2feco3so4"" sodium ion battery cathode"
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na2Fe(CO3)(SO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2Fe%28CO3%29%28SO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na2fe(co3)(so4)"" sodium ion battery cathode"
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFeCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFeCO3SO4+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfeco3so4 sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28SO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(co3)(so4) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,11,B_try_second,Google Scholar,NaxFe(SO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28SO4%29%28CO3%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(so4)(co3) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_framework_formula,12,B_try_second,Google Scholar,FeCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=FeCO3SO4+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,feco3so4 sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_framework_formula,13,B_try_second,Google Scholar,Fe(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Fe%28CO3%29%28SO4%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,fe(co3)(so4) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_framework_formula,14,B_try_second,Google Scholar,Fe(SO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Fe%28SO4%29%28CO3%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,fe(so4)(co3) sodium ion battery cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,material_phrase_sulfate_carbonate,15,C_broad_fallback,Google Scholar,sodium iron sulfate carbonate cathode,https://scholar.google.com/scholar?q=sodium+iron+sulfate+carbonate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron sulfate carbonate cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,material_phrase_carbonate_sulfate,16,C_broad_fallback,Google Scholar,sodium iron carbonate sulfate cathode,https://scholar.google.com/scholar?q=sodium+iron+carbonate+sulfate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron carbonate sulfate cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,material_phrase_sulfate,17,C_broad_fallback,Google Scholar,sodium iron sulfate cathode,https://scholar.google.com/scholar?q=sodium+iron+sulfate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron sulfate cathode
Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,broad_family_sulfate,18,C_broad_fallback,Google Scholar,sulfate polyanion sodium ion battery cathode,https://scholar.google.com/scholar?q=sulfate+polyanion+sodium+ion+battery+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sulfate polyanion sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3FePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fepo4co3 sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3FePO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fepo4co3 electrode cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fe(co3)(po4) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fe(co3)(po4) electrode cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3fe(po4)(co3) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3fe(po4)(co3) electrode cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3FePO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3FePO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3fepo4co3"" sodium ion battery cathode"
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Fe(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Fe%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3fe(co3)(po4)"" sodium ion battery cathode"
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFePO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfepo4co3 sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(co3)(po4) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,11,B_try_second,Google Scholar,NaxFe(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxfe(po4)(co3) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_framework_formula,12,B_try_second,Google Scholar,FePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=FePO4CO3+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,fepo4co3 sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_framework_formula,13,B_try_second,Google Scholar,Fe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Fe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,fe(co3)(po4) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_framework_formula,14,B_try_second,Google Scholar,Fe(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Fe%28PO4%29%28CO3%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,fe(po4)(co3) sodium ion battery cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,material_phrase_carbonophosphate,15,C_broad_fallback,Google Scholar,sodium iron carbonophosphate cathode,https://scholar.google.com/scholar?q=sodium+iron+carbonophosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron carbonophosphate cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,material_phrase_carbonate_phosphate,16,C_broad_fallback,Google Scholar,sodium iron carbonate phosphate cathode,https://scholar.google.com/scholar?q=sodium+iron+carbonate+phosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron carbonate phosphate cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,family_formula_carbonophosphate,17,C_broad_fallback,Google Scholar,Na3MPO4CO3 sodium ion battery cathode iron,https://scholar.google.com/scholar?q=Na3MPO4CO3+sodium+ion+battery+cathode+iron,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,na3mpo4co3 sodium ion battery cathode iron
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,material_phrase_phosphate,18,C_broad_fallback,Google Scholar,sodium iron phosphate cathode,https://scholar.google.com/scholar?q=sodium+iron+phosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium iron phosphate cathode
Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,broad_family_polyanion,19,C_broad_fallback,Google Scholar,polyanion phosphate sodium ion battery cathode,https://scholar.google.com/scholar?q=polyanion+phosphate+sodium+ion+battery+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,polyanion phosphate sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3MnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mnpo4co3 sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3MnPO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mnpo4co3 electrode cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mn(co3)(po4) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mn(co3)(po4) electrode cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na3mn(po4)(co3) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na3mn(po4)(co3) electrode cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3MnPO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3MnPO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3mnpo4co3"" sodium ion battery cathode"
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Mn(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Mn%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,True,search_if_needed,"""na3mn(co3)(po4)"" sodium ion battery cathode"
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxMnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnPO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmnpo4co3 sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxMn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmn(co3)(po4) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,11,B_try_second,Google Scholar,NaxMn(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,True,search_if_needed,naxmn(po4)(co3) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_framework_formula,12,B_try_second,Google Scholar,MnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=MnPO4CO3+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,mnpo4co3 sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_framework_formula,13,B_try_second,Google Scholar,Mn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Mn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,mn(co3)(po4) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_framework_formula,14,B_try_second,Google Scholar,Mn(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Mn%28PO4%29%28CO3%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",True,search_if_needed,mn(po4)(co3) sodium ion battery cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,material_phrase_carbonophosphate,15,C_broad_fallback,Google Scholar,sodium manganese carbonophosphate cathode,https://scholar.google.com/scholar?q=sodium+manganese+carbonophosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese carbonophosphate cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,material_phrase_carbonate_phosphate,16,C_broad_fallback,Google Scholar,sodium manganese carbonate phosphate cathode,https://scholar.google.com/scholar?q=sodium+manganese+carbonate+phosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese carbonate phosphate cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,family_formula_carbonophosphate,17,C_broad_fallback,Google Scholar,Na3MPO4CO3 sodium ion battery cathode manganese,https://scholar.google.com/scholar?q=Na3MPO4CO3+sodium+ion+battery+cathode+manganese,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,na3mpo4co3 sodium ion battery cathode manganese
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,material_phrase_phosphate,18,C_broad_fallback,Google Scholar,sodium manganese phosphate cathode,https://scholar.google.com/scholar?q=sodium+manganese+phosphate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,sodium manganese phosphate cathode
Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,broad_family_polyanion,19,C_broad_fallback,Google Scholar,polyanion phosphate sodium ion battery cathode,https://scholar.google.com/scholar?q=polyanion+phosphate+sodium+ion+battery+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,True,search_if_needed,polyanion phosphate sodium ion battery cathode
Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na2MnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,True,search_this_first,na2mnh4(so5)2 sodium ion battery cathode
Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na2MnH4(SO5)2 electrode cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,True,search_this_first,na2mnh4(so5)2 electrode cathode
